,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
2529,317860,KR7317860005,노드메이슨,KONEX,일반기업부,5000,1,110,2.25,4890,5000,4890,88,433370,22148575000,4429715,KNX
2530,251280,KR7251280004,안지오랩,KONEX,일반기업부,8000,1,110,1.39,8000,8000,8000,1,8000,22139632000,2767454,KNX
2531,072520,KR7072520000,제넨바이오,KOSDAQ,투자주의환기종목(소속부없음),386,2,-11,-2.77,385,395,376,244902,94082790,22064992884,57163194,KSQ
2532,039740,KR7039740006,한국정보공학,KOSDAQ,중견기업부,2740,2,-80,-2.84,2810,2815,2720,21334,58800430,21970407780,8018397,KSQ
2533,091440,KR7091440008,텔레필드,KOSDAQ,벤처기업부,2140,2,-40,-1.83,2180,2180,2055,122078,258884030,21909296460,10237989,KSQ
2534,009310,KR7009310004,참엔지니어링,KOSPI,,372,2,-18,-4.62,386,386,362,204945,77050162,21898679868,58867419,STK
2535,062970,KR7062970009,피피아이,KOSDAQ,중견기업부,2335,1,40,1.74,2275,2405,2210,129288,294573990,21734611975,9308185,KSQ
2536,054180,KR7054180005,메디콕스,KOSDAQ,중견기업부,719,3,0,0.0,715,734,683,243717,173374139,21625687269,30077451,KSQ
2537,446600,KR7446600009,카이바이오텍,KONEX,일반기업부,22000,0,0,0.0,0,0,0,0,0,21588182000,981281,KNX
2538,199290,KR7199290008,바이오프로테크,KONEX,일반기업부,1318,2,-54,-3.94,1250,1318,1250,102,127636,21098190776,16007732,KNX
2539,377460,KR7377460001,위니아에이드,KOSDAQ,중견기업부,1350,1,57,4.41,1294,1582,1213,8888174,12697468877,20781096750,15393405,KSQ
2540,35320K,KR735320K011,대덕전자1우,KOSPI,,9800,2,-70,-0.71,9870,9970,9700,2911,28648790,20536086200,2095519,STK
2541,004105,KR7004101002,태양금속우,KOSPI,,6110,1,120,2.0,6100,6290,5800,91019,553603970,20163000000,3300000,STK
2542,050090,KR7050090000,비케이홀딩스,KOSDAQ,중견기업부,1019,1,3,0.3,1016,1019,965,72522,73002786,20160644965,19784735,KSQ
2543,052960,KR7052960002,태양3C,KONEX,일반기업부,4100,0,0,0.0,0,0,0,0,0,20037019800,4887078,KNX
2544,067770,KR7067770008,세진티에스,KOSDAQ,중견기업부,2380,3,0,0.0,2355,2380,2310,44856,105042250,19983891340,8396593,KSQ
2545,054630,KR7054630009,에이디칩스,KOSDAQ,투자주의환기종목(소속부없음),250,2,-12,-4.58,262,262,242,508649,127594976,19927365250,79709461,KSQ
2546,108675,KR7108671009,LX하우시스우,KOSPI,,19000,2,-310,-1.61,19210,19210,19000,716,13685820,19614270000,1032330,STK
2547,096870,KR7096870001,엘디티,KOSDAQ,벤처기업부,2930,2,-40,-1.35,2940,2940,2840,17690,50991000,19567712000,6678400,KSQ
2548,449020,KR7449020007,유안타제13호스팩,KOSDAQ,SPAC(소속부없음),1999,2,-16,-0.79,2000,2015,1992,4732,9452374,19450270000,9730000,KSQ
2549,238500,KR7238500003,로보쓰리에이아이앤로보틱스,KONEX,일반기업부,898,2,-12,-1.32,883,908,876,58998,52449995,19320616374,21515163,KNX
2550,003535,KR7003531001,한화투자증권우,KOSPI,,4020,2,-20,-0.5,4070,4070,4000,1772,7120905,19296000000,4800000,STK
2551,321820,KR7321820003,와이더플래닛,KOSDAQ,기술성장기업부,2785,1,65,2.39,2725,2800,2515,38373,102231555,19239565370,6908282,KSQ
2552,030790,KR7030790000,비케이탑스,KOSPI,,904,0,0,0.0,0,0,0,0,0,19208323080,21248145,STK
2553,001685,KR7001681006,대상우,KOSPI,,13810,2,-70,-0.5,13780,13840,13730,1579,21698320,18922779630,1370223,STK
2554,900270,HK0000214814,헝셩그룹,KOSDAQ,외국기업(소속부없음),220,2,-7,-3.08,224,227,219,821077,181858854,18850040000,85682000,KSQ
2555,217880,KR7217880004,틸론,KONEX,일반기업부,3510,2,-225,-6.02,3900,3900,3220,3808,13175000,18826393950,5363645,KNX
2556,101680,KR7101680007,한국정밀기계,KOSDAQ,중견기업부,2225,2,-100,-4.3,2325,2325,2210,27167,61694615,18698900000,8404000,KSQ
2557,002355,KR7002351005,넥센타이어1우B,KOSPI,,2875,2,-15,-0.52,2890,2895,2855,4255,12169460,18687500000,6500000,STK
2558,222670,KR7222670002,플럼라인생명과학,KONEX,일반기업부,6060,2,-50,-0.82,6060,6060,5610,154,889580,18421733400,3039890,KNX
2559,070300,KR7070300009,엑스큐어,KOSDAQ,벤처기업부,2460,2,-140,-5.38,2515,2600,2405,42383,106707645,18120542040,7366074,KSQ
2560,033790,KR7033790007,스카이문스테크놀로지,KOSDAQ,중견기업부,1051,2,-11,-1.04,1051,1051,960,122484,122263298,17990072100,17117100,KSQ
2561,044180,KR7044180008,KD,KOSDAQ,투자주의환기종목(소속부없음),671,2,-3,-0.45,674,674,653,106179,70449148,17927643129,26717799,KSQ
2562,065690,KR7065690000,파커스,KOSDAQ,중견기업부,1275,2,-114,-8.21,1375,1375,1274,49282,64652918,17912897025,14049331,KSQ
2563,439410,KR7439410002,엔에이치스팩26호,KOSDAQ,SPAC(소속부없음),2035,2,-5,-0.25,2025,2045,2020,6172,12487545,17908000000,8800000,KSQ
2564,007815,KR7007811003,코리아써우,KOSPI,,6010,2,-130,-2.12,6140,6140,6010,525,3159520,17817786900,2964690,STK
2565,023790,KR7023790009,동일철강,KOSDAQ,중견기업부,1086,1,18,1.69,1063,1170,1060,164460,182680029,17385040950,16008325,KSQ
2566,393360,KR7393360003,신한제8호스팩,KOSDAQ,SPAC(소속부없음),2325,0,0,0.0,0,0,0,0,0,17088750000,7350000,KSQ
2567,331660,KR7331660001,한국미라클피플사,KONEX,일반기업부,15500,0,0,0.0,0,0,0,0,0,17050000000,1100000,KNX
2568,001795,KR7001791003,대한제당우,KOSPI,,2630,2,-70,-2.59,2660,2695,2620,53943,142266900,17049658800,6482760,STK
2569,000087,KR7000082008,하이트진로2우B,KOSPI,,15010,2,-240,-1.57,15220,15220,15010,1109,16762830,16963371380,1130138,STK
